site,lon,lat,Abudefduf.saxatilis,Anthias.anthias,Apogon.imberbis,Atherina.boyeri,Atherina.spp,Balistes.capriscus,Belone.belone,Belonidae,Boops.boops,Caranx.crysos,Cheilodipterus.novemstriatus,Chelon.labrosus,Chromis.chromis,Clupeidae,Conger.conger,Coris.julis,Ctenolabrus.rupestris,Dactylopterus.volitans,Dasyatis.pastinaca,Dentex.dentex,Dicentrarchus.labrax,Dicentrarchus.punctatus,Diplodus.annularis,Diplodus.cervinus,Diplodus.puntazzo,Diplodus.sargus,Diplodus.vulgaris,Epinephelus.aeneus,Epinephelus.caninus,Epinephelus.costae,Epinephelus.marginatus,Fistularia.commersonii,Gobius.auratus,Gobius.bucchichi,Gobius.cobitis,Gobius.cruentatus,Gobius.geniporus,Gobius.paganellus,Gobius.vittatus,Gobius.xanthocephalus,Herklotsichthys.punctatus,Labridae,Labrus.merula,Labrus.mixtus,Labrus.viridis,Lagocephalus.sceleratus,Lichia.amia,Lithognathus.mormyrus,Liza.aurata,Mugil.cephalus,Mullus.barbatus,Mullus.surmuletus,Muraena.helena,Mycteroperca.rubra,Myliobatis.aquila,Oblada.melanura,Oedalechilus.labeo,Pagellus.acarne,Pagrus.caeruleostictus,Pagrus.pagrus,Parablennius.gattorugine,Parablennius.incognitus,Parablennius.pilicornis,Parablennius.rouxi,Parablennius.sanguinolentus,Parablennius.tentacularis,Parablennius.zvonimiri,Parupeneus.forsskali,Pempheris.vanicolensis,Phycis.phycis,Plotosus.lineatus,Pomadasys.incisus,Pomatomus.saltatrix,Pomatoschistus.quagga,Pseudocaranx.dentex,Pteragogus.pelycus,Pterois.miles,Sardina.pilchardus,Sargocentron.rubrum,Sarpa.salpa,Scartella.cristata,Scarus.ghobban,Sciaena.umbra,Scorpaena.maderensis,Scorpaena.notata,Scorpaena.porcus,Scorpaena.scrofa,Seriola.dumerili,Serranus.cabrilla,Serranus.hepatus,Serranus.scriba,Siganus.luridus,Siganus.rivulatus,Sparisoma.cretense,Sparus.aurata,Sphyraena.chrysotaenia,Sphyraena.sphyraena,Sphyraena.viridensis,Spicara.maena,Spicara.smaris,Spondyliosoma.cantharus,Stephanolepis.diaspros,Symphodus.cinereus,Symphodus.doderleini,Symphodus.mediterraneus,Symphodus.melanocercus,Symphodus.ocellatus,Symphodus.roissali,Symphodus.rostratus,Symphodus.spp.,Symphodus.tinca,Synodus.saurus,Taeniura.grabata,Thalassoma.pavo,Torquigener.flavimaculosus,Trachinotus.ovatus,Trachinus.draco,Trachurus.mediterraneus,Tripterygion.delaisi,Tripterygion.melanurus,Tripterygion.tripteronotus,Trisopterus.minutus
CAVALLERIA,4.1,40.085,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,9,0,0,0,0,0,0,0,0,1,13,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,32,2,0,0,64,0,0,10,0,0,0,0,0,0,0,0
CAVALLERIA,4.125,40.059,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,32,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0
Cret12,24.98816,35.41562,0,0,59,0,0,0,0,0,700,0,0,0,14789,0,0,136,0,0,0,0,0,0,9,0,0,48,74,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,48,0,5,6,127,77,0,0,0,0,301,0,3,0,0,0,5,0,0,0,0,0,5,0,0,131,0,0,0,0,0,0,0,0
Cret13,25.739887,35.231754,0,0,6,0,0,0,0,0,620,0,0,0,1291,0,0,38,0,0,0,0,0,0,0,0,4,22,129,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,9,1,0,9,30,192,77,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,163,0,0,0,0,0,0,0,0
Cret13,25.75831,35.251892,0,0,11,0,0,0,0,0,400,0,0,0,4582,0,0,96,0,0,0,0,0,0,2,0,0,19,74,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,5,16,152,42,0,0,0,2,53,0,10,0,0,0,1,0,0,0,0,0,0,0,0,129,8,0,0,0,0,0,0,0
Cret13,25.758577,35.251846,0,0,1,0,0,0,0,0,600,0,0,0,2040,0,0,94,0,0,0,0,0,0,0,0,1,64,85,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,60,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,49,0,0,0,1,0,0,0,5,1,0,11,88,186,72,0,0,0,1,101,0,2,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0
Cret14,24.39293,35.17217,0,0,1,0,0,0,0,0,0,0,0,0,1283,0,0,46,0,0,0,0,0,0,0,0,0,2,44,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,2,0,0,0,0,8,0,4,42,0,75,0,0,0,0,410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
Cret14,24.409021,35.17072,0,0,9,0,0,0,0,0,50,0,0,0,3635,0,0,33,0,0,0,0,0,0,0,0,0,9,118,0,0,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,13,0,3,104,10,62,0,0,0,0,50,0,1,0,0,0,2,0,0,0,0,0,1,0,0,68,0,0,0,0,0,0,0,0
Cret14,24.441713,35.154884,0,0,58,0,0,0,0,0,140,0,0,0,658,0,0,59,0,0,0,0,0,0,1,0,0,23,120,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,1,0,0,0,0,15,0,8,97,54,45,0,0,0,0,122,20,0,0,0,0,1,0,0,0,0,0,1,0,0,41,56,2,0,0,0,0,0,0
Cret16,24.355742,35.183475,0,0,8,0,0,0,0,0,0,0,0,0,1756,0,0,47,0,0,0,0,0,0,0,0,0,8,13,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,8,0,4,13,1,17,0,0,0,0,420,500,0,0,0,1,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0
Cret16,24.392876,35.177162,0,0,4,0,0,0,0,0,725,0,0,0,750,0,0,35,0,0,0,0,0,0,1,0,0,10,67,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,2,0,0,0,2,10,0,3,46,17,18,0,0,0,0,146,37,0,0,0,1,5,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0
Cret16,24.419214,35.166004,0,0,16,0,0,0,0,0,2300,0,0,0,1402,0,0,43,0,0,0,0,0,0,0,0,0,17,35,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1,0,0,0,5,0,0,0,0,5,0,2,38,48,107,0,0,0,0,5,500,0,0,0,0,4,0,0,1,0,0,9,0,0,107,0,0,0,0,0,0,0,0
Cret18,24.580944,35.001724,0,0,16,0,0,0,0,0,3221,0,0,0,3763,0,0,60,0,0,0,0,0,0,3,0,0,1,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,117,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,31,0,0,39,67,95,0,0,0,0,721,0,0,0,0,0,2,0,0,0,0,0,0,0,0,94,0,0,0,0,1,0,0,0
Cret18,24.590063,35.008705,0,0,30,0,0,0,0,0,350,0,0,0,1942,0,0,88,0,0,0,0,0,0,0,0,0,3,8,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,51,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,27,0,2,61,11,93,0,0,0,0,100,300,1,0,0,0,3,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
Cret18,24.597233,35.00729,0,0,17,0,1000,0,0,0,1420,0,0,0,2455,0,0,48,0,0,0,0,0,0,11,0,0,3,33,0,0,6,11,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,14,0,11,60,71,67,0,0,0,1,40,1050,0,0,0,0,4,0,0,0,0,0,3,0,0,178,3,2,1,0,3,0,0,0
Cret19,25.731836,35.22478,0,0,1,0,1000,0,0,1,800,0,0,0,5478,0,0,104,0,0,0,0,0,0,0,0,0,100,151,0,0,19,6,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,14,18,508,50,0,0,0,2,60,0,0,1,0,0,2,0,0,0,0,0,2,0,0,169,15,0,0,0,0,0,0,0
Cret19,25.738451,35.230244,0,0,19,0,0,0,0,0,1119,0,0,0,3670,0,0,104,0,0,0,0,0,0,0,0,2,73,187,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,134,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,3,0,18,58,304,71,0,0,0,0,40,0,12,1,0,0,1,0,0,0,0,0,1,0,0,255,18,0,0,0,3,0,0,0
Cret19,25.758797,35.25428,0,0,41,0,0,0,0,0,800,0,0,0,1086,0,0,83,0,0,0,0,0,0,0,0,0,30,157,0,0,1,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,74,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,1,0,12,50,174,124,0,0,0,0,47,330,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1,0,0,0,0,0,0,0
Cret20,25.019144,35.416767,0,0,40,0,0,0,0,0,0,0,0,0,10822,0,0,47,0,0,0,0,0,0,0,0,1,81,66,0,0,1,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,13,0,10,43,27,85,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,131,0,0,0,0,1,0,0,0
Cret20,25.02150683,35.41495036,0,0,13,0,0,0,0,0,500,0,0,0,4816,0,0,60,0,0,0,0,0,0,10,0,0,51,81,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,15,0,5,6,117,41,0,0,0,0,1,0,9,0,0,0,8,0,1,0,1,0,0,0,0,66,0,0,0,0,0,0,0,0
Cret20,25.02178779,35.41471135,0,0,28,0,0,0,0,0,30,0,0,0,2408,0,0,65,0,0,0,7,0,0,6,0,0,55,27,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,20,0,0,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,14,0,5,23,73,39,0,0,0,0,60,0,9,0,0,2,4,0,0,0,1,0,4,0,0,55,0,0,0,0,0,0,0,0
Cret22,23.595228,35.232037,0,0,10,0,0,0,0,0,0,0,0,0,2786,0,0,89,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,17,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,22,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,20,0,6,39,78,46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0
Cret22,23.600225,35.232307,0,0,2,0,0,0,0,0,0,0,0,0,204,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
DRAGONERA,2.31,39.574,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,55,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,1,0,22,0,0,1,0,0,0,0,0,0,0,0
DRAGONERA,2.318,39.589,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,38,0,0,0,0,0,0,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
DRAGONERA,2.327,39.586,0,0,0,0,0,0,0,0,10,0,0,0,1200,0,0,74,0,0,0,0,0,0,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,79,6,2,0,34,0,0,1,0,0,0,0,0,0,0,0
DRAGONERA,2.337,39.599,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,65,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0
DRAGONERA,2.349,39.563,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,115,0,0,0,0,0,0,4,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,1,0,27,0,0,3,0,0,0,0,0,0,0,0
DRAGONERA,2.361,39.61,0,0,0,0,0,0,0,0,300,0,0,0,315,0,0,64,0,0,0,0,0,0,2,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,2,0,0,0,4,0,27,4,1,0,19,0,0,4,0,0,0,0,0,0,0,0
EIVISSA,1.159,38.979,0,0,0,0,0,0,0,0,100,0,0,0,135,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,135,37,0,0,41,0,0,0,0,0,0,0,0,0,0,0
EIVISSA,1.166,38.969,0,0,0,0,0,0,0,0,0,0,0,0,730,0,0,72,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,98,5,0,0,39,0,0,8,0,0,0,0,0,0,0,0
EIVISSA,1.189,38.956,0,0,0,0,0,0,0,0,11,0,0,0,1000,0,0,57,0,0,0,0,0,0,3,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,7,0,0,0,7,1,235,11,0,0,26,0,0,9,0,0,0,0,0,0,0,0
EIVISSA,1.196,38.96,0,0,0,0,0,0,0,0,6,0,0,0,315,0,0,20,0,0,0,0,0,0,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,125,5,2,0,14,0,0,1,0,0,0,0,0,0,0,0
EIVISSA,1.207,38.988,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,30,0,0,0,0,0,0,5,0,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,146,27,3,0,21,0,0,2,0,0,0,0,0,0,0,0
EIVISSA,1.215,38.989,0,0,0,0,0,0,0,0,45,0,0,0,145,0,0,26,0,0,0,0,0,0,13,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,102,6,4,0,26,0,0,1,0,0,0,0,0,0,0,0
FETHIYE,29.028,36.596,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
FETHIYE,29.029,36.604,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,16,0,0,0,0,0,0,0,0,0,13,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,101,22,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0
FETHIYE,29.031,36.557,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
FETHIYE,29.034,36.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
FETHIYE,29.042,36.619,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
FETHIYE,29.063,36.618,0,0,0,0,0,0,0,0,300,0,0,0,101,0,0,3,0,0,0,0,0,0,0,0,0,8,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,8,0,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
FORMENTERA,1.479,38.803,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,45,0,0,0,0,0,0,4,0,1,1,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,201,10,6,0,52,0,0,17,0,0,0,0,0,0,0,0
FORMENTERA,1.479,38.804,0,0,0,0,0,0,0,0,0,0,0,1,210,0,0,37,0,0,0,1,0,0,3,0,2,3,45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,5,2,0,25,0,0,0,2,0,112,4,1,0,13,0,0,1,0,0,0,0,0,0,0,0
FORMENTERA,1.48,38.796,0,0,0,0,0,0,0,0,0,0,0,1,330,0,0,13,0,0,0,1,0,0,2,0,0,7,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,57,2,1,0,20,0,0,3,0,0,0,0,0,0,0,0
FORMENTERA,1.481,38.788,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,33,0,0,0,0,0,0,5,0,4,5,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,1,1,2,165,8,1,0,27,0,0,7,0,0,0,0,0,0,0,0
FORMENTERA,1.481,38.799,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,15,0,0,0,0,0,0,0,0,1,3,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,1,1,1,66,3,10,0,17,0,0,3,0,0,0,0,0,0,0,0
FORMENTERA,1.485,38.787,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,64,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,1,0,0,0,10,0,139,3,0,0,6,0,0,60,0,0,0,0,0,0,0,0
FORMENTOR,3.135,39.946,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,92,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,17,0,0,1,0,0,0,0,0,0,0,0
