"","SpecCode","Species","autoctr","StockCode","MaturityRefNo","Sex","AgeMatMin","AgeMatMin2","AgeMatRef","tm","Number","r2","SE_tm","SD_tm","LCL_tm","UCL_tm","LengthMatMin","LengthMatMin2","Type1","LengthMatRef","Lm","SE_Lm","SD_Lm","LCL_Lm","UCL_Lm","Locality","C_Code","E_CODE","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"312",1350,"Sardina pilchardus",1396,1368,839,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,NA,6250,NA,NA,NA,NA,NA,"Formentera, Mediterranean","724",NA,"Range refers to mean length.",3,1993-10-28 00:00:00,NA,1994-09-28 00:00:00,NA,NA,NA
"313",1350,"Sardina pilchardus",1397,1368,839,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,15,NA,NA,NA,NA,"Levante","724",NA,NA,3,1993-10-28 00:00:00,NA,1993-11-03 00:00:00,NA,NA,NA
"314",1350,"Sardina pilchardus",1398,1368,839,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,15,NA,6235,NA,NA,NA,NA,NA,"Portugal","620",NA,"Range refers to mean length.",3,1993-10-28 00:00:00,65,2011-07-14 00:00:00,NA,NA,NA
"315",1350,"Sardina pilchardus",1399,1368,2285,"female",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",NA,14.6999998092651,NA,NA,NA,NA,"Tunisia","788",NA,NA,22,1992-03-09 00:00:00,2,1994-02-18 00:00:00,NA,NA,NA
"316",1350,"Sardina pilchardus",1400,1368,2285,"male",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",NA,14.1999998092651,NA,NA,NA,NA,"Tunisia","788",NA,NA,22,1992-03-09 00:00:00,2,1994-02-18 00:00:00,NA,NA,NA
"317",1350,"Sardina pilchardus",1401,1368,6014,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6014,15,NA,NA,NA,NA,"Gulf of Biscay","250",NA,NA,3,1993-10-19 00:00:00,65,2011-07-14 00:00:00,NA,NA,NA
"318",1350,"Sardina pilchardus",1402,1368,6014,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6014,15,NA,NA,NA,NA,"Gulf of Biscay","250",NA,NA,3,1993-10-19 00:00:00,65,2011-07-14 00:00:00,NA,NA,NA
"319",1350,"Sardina pilchardus",1403,1368,6104,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6122,14,NA,NA,NA,NA,"Adriatic Sea","380",NA,NA,3,1993-09-21 00:00:00,NA,1993-09-21 00:00:00,NA,NA,NA
"320",1350,"Sardina pilchardus",1404,1368,7253,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,"Gulf of Lion","250",NA,NA,3,1995-12-03 00:00:00,NA,1995-12-03 00:00:00,NA,NA,NA
"321",1350,"Sardina pilchardus",1405,1368,28710,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",28710,15.3999996185303,NA,NA,NA,NA,"Northwest Africa (27°-29° N), 1976-82","504",NA,NA,3,1999-03-23 00:00:00,NA,1999-03-23 00:00:00,NA,NA,NA
"322",1350,"Sardina pilchardus",3495,1368,40546,"unsexed",NA,NA,40552,1.70000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,40552,11.1000003814697,NA,NA,NA,NA,"Baie d'Oran","012",NA,NA,2,2001-11-08 00:00:00,NA,2001-11-08 00:00:00,NA,NA,NA
"323",1350,"Sardina pilchardus",3497,1368,40546,"unsexed",NA,NA,10166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10166,15,NA,NA,NA,NA,"Bay of Biscay",NA,NA,NA,2,2001-11-08 00:00:00,65,2011-07-14 00:00:00,NA,NA,NA
"324",1350,"Sardina pilchardus",3494,1368,40546,"unsexed",NA,NA,6122,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6122,14,NA,NA,NA,NA,"Mediterranean Sea",NA,NA,NA,2,2001-11-08 00:00:00,NA,2001-11-08 00:00:00,NA,NA,NA
"325",1350,"Sardina pilchardus",7881,1368,90884,"unsexed",NA,NA,90884,NA,NA,NA,NA,NA,NA,NA,14.5,NA,"TL",NA,16.7999992370605,NA,NA,NA,NA,"North France, Bay of Biscay ( Mar-Jun 2000-2003)","250",8,NA,2,2012-08-24 00:00:00,NA,2012-08-24 00:00:00,NA,NA,NA
"326",1350,"Sardina pilchardus",6844,56809,75215,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,"TL",NA,NA,NA,NA,NA,NA,"not specified ","620",NA,NA,1790,2008-04-29 17:50:33,2,2012-08-24 00:00:00,NA,NA,NA
"327",1119,"Abudefduf saxatilis",8892,1135,103182,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1000003814697,NA,"TL",104664,15,NA,NA,NA,NA,"São Paulo","076",269,NA,2,2015-09-24 00:00:00,NA,2015-09-24 00:00:00,NA,NA,NA
"328",1493,"Herklotsichthys punctatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",692,"Lichia amia",964,708,4332,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,"FL",NA,NA,NA,NA,NA,NA,"South Africa","710",NA,"60 cm is the approximate length at maturity. Or 58 cm SL (Ref. 58350).",3,1993-10-13 00:00:00,2,2007-05-30 00:00:00,3,1995-04-01,NA
"330",NA,"Clupeidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",NA,"Labridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",NA,"Symphodus spp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",4330,"Myliobatis aquila",2141,4518,231,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,"WD",NA,NA,NA,NA,NA,NA,"to be filled",NA,NA,NA,2,1991-05-31 00:00:00,NA,1994-09-29 00:00:00,NA,NA,NA
"334",4330,"Myliobatis aquila",2142,4518,231,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,"WD",NA,NA,NA,NA,NA,NA,"to be filled",NA,NA,NA,2,1991-05-31 00:00:00,NA,1994-09-29 00:00:00,NA,NA,NA
"335",4330,"Myliobatis aquila",2143,4518,4332,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,"WD",NA,NA,NA,NA,NA,NA,"South Africa","710",NA,NA,3,1993-10-16 00:00:00,NA,1993-10-16 00:00:00,3,1995-04-01,NA
"336",4330,"Myliobatis aquila",2144,4518,4332,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,"WD",NA,NA,NA,NA,NA,NA,"South Africa","710",NA,NA,3,1993-10-16 00:00:00,NA,1993-10-16 00:00:00,3,1995-04-01,NA
"337",1278,"Trachurus mediterraneus",1345,1295,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",27036,20,NA,NA,NA,NA,"Saronikos Gulf, 1989-92","300",NA,NA,3,1998-07-30 00:00:00,NA,1998-07-30 00:00:00,NA,NA,NA
"338",1278,"Trachurus mediterraneus",9006,1295,108834,"female",NA,NA,27036,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aegean Sea (1989-1991)",NA,548,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"339",790,"Mullus barbatus",1039,806,6104,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1999998092651,NA,NA,NA,NA,"Euboikos Gulf","300",NA,NA,3,1993-09-21 00:00:00,NA,1993-09-21 00:00:00,NA,NA,NA
"340",790,"Mullus barbatus",1040,806,6104,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3000001907349,NA,NA,NA,NA,"Euboikos Gulf","300",NA,NA,3,1993-09-21 00:00:00,NA,1993-09-21 00:00:00,NA,NA,NA
"341",790,"Mullus barbatus",1041,806,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",27049,10.5,NA,NA,NA,NA,"Central Aegean Sea, 1990-92","300",NA,NA,3,1998-07-29 00:00:00,NA,1998-07-29 00:00:00,NA,NA,NA
"342",790,"Mullus barbatus",1042,806,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",27085,10.5,NA,NA,NA,NA,"Ionian Sea, 1983-85","300",NA,NA,3,1998-07-29 00:00:00,NA,1998-07-29 00:00:00,NA,NA,NA
"343",790,"Mullus barbatus",1043,806,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",27085,11.5,NA,NA,NA,NA,"Korinthiakos Gulf, 1983-85","300",NA,NA,3,1998-07-29 00:00:00,NA,1998-07-29 00:00:00,NA,NA,NA
"344",790,"Mullus barbatus",1044,806,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",27054,10.5,NA,NA,NA,NA,"North Evvoikos Gulf, 1986-88","300",NA,NA,3,1998-07-29 00:00:00,NA,1998-07-29 00:00:00,NA,NA,NA
"345",790,"Mullus barbatus",1045,806,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",27054,10.5,NA,NA,NA,NA,"Pagasitikos Gulf, 1986-88","300",NA,NA,3,1998-07-29 00:00:00,NA,1998-07-29 00:00:00,NA,NA,NA
"346",790,"Mullus barbatus",1046,806,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",27085,12.5,NA,NA,NA,NA,"Patriakos Gulf, 1983-85","300",NA,NA,3,1998-07-29 00:00:00,NA,1998-07-29 00:00:00,NA,NA,NA
"347",790,"Mullus barbatus",1047,806,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",27054,11.5,NA,NA,NA,NA,"South Evvoikos Gulf, 1986-88","300",NA,NA,3,1998-07-29 00:00:00,NA,1998-07-29 00:00:00,NA,NA,NA
"348",790,"Mullus barbatus",9009,806,108834,"female",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adriatic Sea (1972-1975)",NA,546,NA,2,2016-06-21 00:00:00,2,2016-12-08 00:00:00,NA,NA,NA
"349",790,"Mullus barbatus",9008,806,108834,"male",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adriatic Sea (1972-1975)",NA,546,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"350",790,"Mullus barbatus",9007,806,108834,"mixed",NA,NA,90369,1.89999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mediterranean coast (1995-1998)",NA,13,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"351",NA,"Belonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",4540,"Pagrus caeruleostictus",6123,4725,4781,"unsexed",NA,NA,4781,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4781,20,NA,NA,NA,NA,"Eastern Atlantic and Mediterranean seas",NA,NA,NA,2,2008-01-09 00:00:00,NA,2013-04-30 00:00:00,NA,NA,NA
"353",4540,"Pagrus caeruleostictus",2246,4725,27160,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,23,"FL",27160,18.7000007629395,NA,NA,NA,NA,"Rio Grande de Buba","624",NA,NA,3,1998-08-02 00:00:00,NA,1998-08-02 00:00:00,NA,NA,NA
"354",4540,"Pagrus caeruleostictus",2247,4725,27160,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",NA,20,NA,NA,NA,NA,"Ghana","288",NA,"Source: Rijavec, 1973 (missing in bibliography of Main Ref. 27160).",3,1998-08-02 00:00:00,3,2018-04-18 00:00:00,NA,NA,NA
"355",4540,"Pagrus caeruleostictus",2248,4725,27160,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,"FL",27200,22,NA,NA,NA,NA,"Gulf of Guinea",NA,NA,NA,3,1998-08-02 00:00:00,NA,1998-09-03 00:00:00,NA,NA,NA
"356",4540,"Pagrus caeruleostictus",6864,4725,56606,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,18,NA,75539,NA,NA,NA,NA,NA,"North-West coast of Africa",NA,NA,NA,1723,2008-04-29 23:13:58,NA,2008-04-29 23:13:58,NA,NA,NA
"357",4540,"Pagrus caeruleostictus",5480,4725,57037,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",57037,23,NA,NA,NA,NA,"Sénégal","686",NA,NA,2,2006-07-11 00:00:00,NA,2006-07-11 00:00:00,NA,NA,NA
"358",1702,"Parablennius tentacularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",7797,"Pterois miles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",97,"Euthynnus alletteratus",257,111,168,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,168,NA,NA,NA,NA,NA,"Gulf of Guinea",NA,NA,NA,421,1994-03-17 00:00:00,NA,1999-05-27 00:00:00,NA,NA,NA
"361",97,"Euthynnus alletteratus",258,111,168,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,"off Florida","840",NA,NA,18,1994-03-17 00:00:00,NA,1994-10-01 00:00:00,NA,NA,NA
"362",97,"Euthynnus alletteratus",259,111,168,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,"Sénégal","686",NA,NA,18,1994-03-17 00:00:00,NA,1994-10-01 00:00:00,NA,NA,NA
"363",97,"Euthynnus alletteratus",260,111,168,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,"Spain","724",NA,NA,18,1994-03-16 00:00:00,NA,1994-03-17 00:00:00,NA,NA,NA
"364",97,"Euthynnus alletteratus",261,111,1300,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",NA,39.7000007629395,NA,NA,NA,NA,"Cape verde","132",NA,NA,421,1999-05-27 00:00:00,NA,2001-11-29 00:00:00,NA,NA,NA
"365",97,"Euthynnus alletteratus",262,111,1300,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",1300,38.5999984741211,NA,NA,NA,NA,"Cape verde","132",NA,NA,421,1999-05-27 00:00:00,NA,1999-05-27 00:00:00,NA,NA,NA
"366",97,"Euthynnus alletteratus",263,111,6104,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6119,41,NA,NA,NA,NA,"Tunisia","788",NA,NA,3,1993-09-21 00:00:00,NA,1993-09-21 00:00:00,NA,NA,NA
"367",97,"Euthynnus alletteratus",264,111,28173,"female",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,60,"FL",28173,43,NA,NA,NA,NA,"coasts off senegal","686",NA,NA,379,1999-02-24 00:00:00,421,1999-05-27 00:00:00,421,1999-05-27,NA
"368",97,"Euthynnus alletteratus",265,111,28173,"male",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,58,"FL",28173,41,NA,NA,NA,NA,"Not specified.","686",NA,NA,379,1999-02-24 00:00:00,421,1999-05-27 00:00:00,421,1999-05-27,NA
"369",97,"Euthynnus alletteratus",266,111,30417,"mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2000007629395,44.7000007629395,"FL",NA,NA,NA,NA,NA,NA,"Gulf of guinea","384",NA,NA,421,1999-05-27 00:00:00,NA,1999-05-27 00:00:00,NA,NA,NA
"370",97,"Euthynnus alletteratus",267,111,30419,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",NA,42.7999992370605,NA,NA,NA,NA,"Gulf of guinea","324",NA,NA,421,1999-05-27 00:00:00,NA,2001-11-29 00:00:00,NA,NA,NA
"371",97,"Euthynnus alletteratus",268,111,30419,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",NA,44,NA,NA,NA,NA,"Gulf of Guinea","324",NA,NA,421,1999-05-27 00:00:00,NA,1999-05-27 00:00:00,NA,NA,NA
"372",97,"Euthynnus alletteratus",3905,111,41563,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.8000030517578,83.5,"FL",41563,NA,NA,NA,NA,NA,"Aegean and Mediterranean Seas","792",NA,"Upper and lower length range is the average length of fish with gonads in maturity stages III to V.",3,2002-08-22 00:00:00,NA,2002-08-22 00:00:00,NA,NA,NA
"373",1363,"Trachinus draco",10046,1381,121319,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",121319,12.0100002288818,NA,NA,NA,NA,"eastern Black Sea / 2009-2010",NA,143,"Mean Lm is Lm(50%).",2448,2019-12-04 00:00:00,NA,2019-12-04 00:00:00,NA,NA,NA
"374",NA,"Atherina spp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
